TIMESTAMP,NEE,VPD,USTAR,TA,SW_IN,H,LE
201301060800,-4.712432,0.830868,1.302239,19.209570,464.224500,259.779881,64.793964
201301060830,-4.985731,0.998506,1.151818,20.308550,571.465100,198.223904,51.021006
201301060900,-6.700833,1.150747,1.212091,21.246160,670.896900,340.910670,83.950385
201301060930,-5.470231,1.387979,1.113139,22.539070,762.715000,352.113302,111.656699
201301061000,-5.256593,1.657124,1.128296,23.907460,843.878400,392.242231,105.582621
201301061030,-5.897919,1.914061,1.166525,25.208010,910.624000,407.439005,110.392879
201301061100,-5.904200,2.169309,1.089168,26.437620,966.818200,408.469604,119.684283
201301061130,-4.857086,2.377099,1.041412,27.333480,1008.913000,366.027784,78.528355
201301061200,-5.309747,2.579301,1.146843,28.359350,1035.642000,546.659091,133.240166
201301061230,-5.307494,2.732882,1.206927,29.098690,1048.163000,474.368186,107.910932
201301061300,-6.811501,3.021953,1.216337,30.322680,1046.862000,568.613495,110.424805
201301061330,-3.722616,3.220423,1.186585,31.108780,1031.577000,575.366484,115.296654
201301061400,-3.610535,3.366024,1.233428,31.630210,1000.858000,564.384171,118.990199
201301061430,-9999.000000,3.435197,1.087523,31.999200,956.229700,-9999.000000,-9999.000000
201301061500,-3.938691,3.427180,1.149296,32.109830,896.827600,426.908394,18.159197
201301061530,-9999.000000,3.429597,1.437804,32.215320,825.404200,-9999.000000,-9999.000000
201301061600,-3.413580,3.218615,1.315497,31.634840,742.648900,362.682249,74.760586
201301061630,-2.950902,2.956862,1.289850,30.773100,649.358600,295.738365,49.170450
201301061700,-1.674880,2.759768,1.240496,30.111260,546.979400,331.529317,38.774878
201301061730,-9999.000000,2.498050,1.243400,29.248440,439.964100,-9999.000000,-9999.000000
201301061800,0.467334,2.293468,1.315250,28.552980,329.617100,235.270042,8.761018
201301061830,-0.125635,2.043357,1.189666,27.601280,220.733200,151.420029,7.835543
201301061900,0.880872,1.652299,1.228745,25.897170,121.837700,132.402358,4.812727
201301061930,1.731539,1.359510,1.152637,24.516730,44.228070,34.143922,0.876840
201301062000,4.051895,1.108865,0.996624,23.231750,2.400656,13.774417,-7.310764
201301062030,1.883088,0.949421,1.014045,22.401450,-3.435705,-13.566931,-14.430432
201301062100,4.682989,0.860013,0.956121,21.817650,-3.647706,19.788486,23.450065
201301062130,-9999.000000,0.796734,0.893274,21.142700,-3.714347,-9999.000000,-9999.000000
201301062200,1.419878,0.765775,1.033125,20.574810,-3.805499,-42.066392,-18.547384
201301062230,3.211382,0.695569,0.993995,19.919160,-3.631461,-12.410809,22.525389
201301062300,1.685917,0.676203,0.852712,19.604290,-3.448217,-25.055074,7.519226
201301062330,1.770904,0.656466,0.878800,19.281700,-3.563756,-45.510543,-17.179890
201301070000,1.881434,0.615236,0.830430,18.916900,-3.375424,-20.665044,1.893971
201301070030,2.053986,0.598000,0.790831,18.689470,-3.224448,-21.821699,2.531521
201301070100,1.950305,0.590162,0.824842,18.528950,-3.095937,-24.599347,6.386386
201301070130,1.939871,0.557824,0.758971,18.282680,-3.024494,-31.889310,-2.625329
201301070200,1.812924,0.536828,0.607469,18.054770,-2.767375,-23.364721,1.343559
